ip,platform,browser,os,city,region,country,time,date,query,found,id,title,description,doc_date,url
83.42.147.74,Mac OS,Safari,Macintosh,Sitges,Catalonia,Spain,17:27:57,2023-12-01,loosing lifes,27,1575813420355530753,Russian armed forces loosing face,"Russian armed forces loosing face somewhere near Lyman😏
Actual map of Ukrainian counter offensive in Kharkiv region, Ukraine

#UkraineRussiaWar #UkraineWar #ukrainecounteroffensive #UkrainianArmy #UkraineWillWin #Ukraine️ #Russian #RussiaUkraineWar #russianlosses https://t.co/JMcdVYVP0u",Fri Sep 30 11:42:51 +0000 2022,https://t.co/R4jkTihlpM
83.42.147.74,Mac OS,Safari,Macintosh,Sitges,Catalonia,Spain,17:27:57,2023-12-01,loosing lifes,27,1575669784930578432,life. #UkraineRussiaWar,We had a life. #UkraineRussiaWar https://t.co/coNpZiW4sZ,Fri Sep 30 02:12:05 +0000 2022,https://t.co/hNzeCwGo5o
83.42.147.74,Mac OS,Safari,Macintosh,Sitges,Catalonia,Spain,17:27:57,2023-12-01,loosing lifes,27,1575503398098862080,morally failed life... #StandWithUkraine #StopRussia,"When you've morally failed in life... 
#StandWithUkraine #StopRussia #visaban #PutinAtWar #UkraineRussie #SlavaUkraini  #WarinUkraine #ArmUkraineNow #russiaIsATerroristState #EU #NATO #UkraineWar #PutinWarCriminal #UkraineRussiaWar  #Kherson #Ukraine #Ï https://t.co/se00YlGhTs",Thu Sep 29 15:10:56 +0000 2022,
83.42.147.74,Mac OS,Safari,Macintosh,Sitges,Catalonia,Spain,17:27:57,2023-12-01,loosing lifes,27,1575813420355530753,Russian armed forces loosing face,"Russian armed forces loosing face somewhere near Lyman😏
Actual map of Ukrainian counter offensive in Kharkiv region, Ukraine

#UkraineRussiaWar #UkraineWar #ukrainecounteroffensive #UkrainianArmy #UkraineWillWin #Ukraine️ #Russian #RussiaUkraineWar #russianlosses https://t.co/JMcdVYVP0u",Fri Sep 30 11:42:51 +0000 2022,https://t.co/R4jkTihlpM
83.42.147.74,Mac OS,Safari,Macintosh,Sitges,Catalonia,Spain,17:27:57,2023-12-01,loosing lifes,27,1575917670049857538,Russia #Putin. #Moscow. #Russia Putin,"Russia #Putin. #Moscow. #Russia 

Putin cheer with crowds, Russia, Russia and Russia in the red yard in Moscow. 
#Russian  #UkraineRussiaWar https://t.co/NHs63A768b",Fri Sep 30 18:37:06 +0000 2022,
83.42.147.74,Mac OS,Safari,Macintosh,Sitges,Catalonia,Spain,17:27:57,2023-12-01,war is a loose of lifes,460,1575669784930578432,life. #UkraineRussiaWar,We had a life. #UkraineRussiaWar https://t.co/coNpZiW4sZ,Fri Sep 30 02:12:05 +0000 2022,https://t.co/hNzeCwGo5o
83.42.147.74,Mac OS,Safari,Macintosh,Sitges,Catalonia,Spain,17:27:57,2023-12-01,war is a loose of lifes,460,1575503398098862080,morally failed life... #StandWithUkraine #StopRussia,"When you've morally failed in life... 
#StandWithUkraine #StopRussia #visaban #PutinAtWar #UkraineRussie #SlavaUkraini  #WarinUkraine #ArmUkraineNow #russiaIsATerroristState #EU #NATO #UkraineWar #PutinWarCriminal #UkraineRussiaWar  #Kherson #Ukraine #Ï https://t.co/se00YlGhTs",Thu Sep 29 15:10:56 +0000 2022,
83.42.147.74,Mac OS,Safari,Macintosh,Sitges,Catalonia,Spain,17:27:57,2023-12-01,war is a loose of lifes,460,1575813420355530753,Russian armed forces loosing face,"Russian armed forces loosing face somewhere near Lyman😏
Actual map of Ukrainian counter offensive in Kharkiv region, Ukraine

#UkraineRussiaWar #UkraineWar #ukrainecounteroffensive #UkrainianArmy #UkraineWillWin #Ukraine️ #Russian #RussiaUkraineWar #russianlosses https://t.co/JMcdVYVP0u",Fri Sep 30 11:42:51 +0000 2022,https://t.co/R4jkTihlpM
83.42.147.74,Mac OS,Safari,Macintosh,Sitges,Catalonia,Spain,17:27:57,2023-12-01,war is a loose of lifes,460,1575917670049857538,Russia #Putin. #Moscow. #Russia Putin,"Russia #Putin. #Moscow. #Russia 

Putin cheer with crowds, Russia, Russia and Russia in the red yard in Moscow. 
#Russian  #UkraineRussiaWar https://t.co/NHs63A768b",Fri Sep 30 18:37:06 +0000 2022,
83.42.147.74,Mac OS,Safari,Macintosh,Sitges,Catalonia,Spain,17:27:57,2023-12-01,russia,1386,1575669784930578432,life. #UkraineRussiaWar,We had a life. #UkraineRussiaWar https://t.co/coNpZiW4sZ,Fri Sep 30 02:12:05 +0000 2022,https://t.co/hNzeCwGo5o
83.42.147.74,Mac OS,Safari,Macintosh,Sitges,Catalonia,Spain,17:27:57,2023-12-01,russia,1386,1575503398098862080,morally failed life... #StandWithUkraine #StopRussia,"When you've morally failed in life... 
#StandWithUkraine #StopRussia #visaban #PutinAtWar #UkraineRussie #SlavaUkraini  #WarinUkraine #ArmUkraineNow #russiaIsATerroristState #EU #NATO #UkraineWar #PutinWarCriminal #UkraineRussiaWar  #Kherson #Ukraine #Ï https://t.co/se00YlGhTs",Thu Sep 29 15:10:56 +0000 2022,
83.42.147.74,Mac OS,Safari,Macintosh,Sitges,Catalonia,Spain,17:27:57,2023-12-01,russia,1386,1575813420355530753,Russian armed forces loosing face,"Russian armed forces loosing face somewhere near Lyman😏
Actual map of Ukrainian counter offensive in Kharkiv region, Ukraine

#UkraineRussiaWar #UkraineWar #ukrainecounteroffensive #UkrainianArmy #UkraineWillWin #Ukraine️ #Russian #RussiaUkraineWar #russianlosses https://t.co/JMcdVYVP0u",Fri Sep 30 11:42:51 +0000 2022,https://t.co/R4jkTihlpM
83.42.147.74,Mac OS,Safari,Macintosh,Sitges,Catalonia,Spain,17:27:57,2023-12-01,russia,1386,1575917670049857538,Russia #Putin. #Moscow. #Russia Putin,"Russia #Putin. #Moscow. #Russia 

Putin cheer with crowds, Russia, Russia and Russia in the red yard in Moscow. 
#Russian  #UkraineRussiaWar https://t.co/NHs63A768b",Fri Sep 30 18:37:06 +0000 2022,
83.42.147.74,Mac OS,Safari,Macintosh,Sitges,Catalonia,Spain,17:27:57,2023-12-01,loosing lifes,27,1575669784930578432,life. #UkraineRussiaWar,We had a life. #UkraineRussiaWar https://t.co/coNpZiW4sZ,Fri Sep 30 02:12:05 +0000 2022,https://t.co/hNzeCwGo5o
83.42.147.74,Mac OS,Safari,Macintosh,Sitges,Catalonia,Spain,17:27:57,2023-12-01,loosing lifes,27,1575503398098862080,morally failed life... #StandWithUkraine #StopRussia,"When you've morally failed in life... 
#StandWithUkraine #StopRussia #visaban #PutinAtWar #UkraineRussie #SlavaUkraini  #WarinUkraine #ArmUkraineNow #russiaIsATerroristState #EU #NATO #UkraineWar #PutinWarCriminal #UkraineRussiaWar  #Kherson #Ukraine #Ï https://t.co/se00YlGhTs",Thu Sep 29 15:10:56 +0000 2022,
83.42.147.74,Mac OS,Safari,Macintosh,Sitges,Catalonia,Spain,17:27:57,2023-12-01,loosing lifes,27,1575813420355530753,Russian armed forces loosing face,"Russian armed forces loosing face somewhere near Lyman😏
Actual map of Ukrainian counter offensive in Kharkiv region, Ukraine

#UkraineRussiaWar #UkraineWar #ukrainecounteroffensive #UkrainianArmy #UkraineWillWin #Ukraine️ #Russian #RussiaUkraineWar #russianlosses https://t.co/JMcdVYVP0u",Fri Sep 30 11:42:51 +0000 2022,https://t.co/R4jkTihlpM
83.42.147.74,Mac OS,Safari,Macintosh,Sitges,Catalonia,Spain,17:27:57,2023-12-01,loosing lifes,27,1575917670049857538,Russia #Putin. #Moscow. #Russia Putin,"Russia #Putin. #Moscow. #Russia 

Putin cheer with crowds, Russia, Russia and Russia in the red yard in Moscow. 
#Russian  #UkraineRussiaWar https://t.co/NHs63A768b",Fri Sep 30 18:37:06 +0000 2022,
83.42.147.74,Mac OS,Safari,Macintosh,Sitges,Catalonia,Spain,17:27:57,2023-12-01,war is a loose of lifes,460,1575669784930578432,life. #UkraineRussiaWar,We had a life. #UkraineRussiaWar https://t.co/coNpZiW4sZ,Fri Sep 30 02:12:05 +0000 2022,https://t.co/hNzeCwGo5o
83.42.147.74,Mac OS,Safari,Macintosh,Sitges,Catalonia,Spain,17:27:57,2023-12-01,war is a loose of lifes,460,1575503398098862080,morally failed life... #StandWithUkraine #StopRussia,"When you've morally failed in life... 
#StandWithUkraine #StopRussia #visaban #PutinAtWar #UkraineRussie #SlavaUkraini  #WarinUkraine #ArmUkraineNow #russiaIsATerroristState #EU #NATO #UkraineWar #PutinWarCriminal #UkraineRussiaWar  #Kherson #Ukraine #Ï https://t.co/se00YlGhTs",Thu Sep 29 15:10:56 +0000 2022,
83.42.147.74,Mac OS,Safari,Macintosh,Sitges,Catalonia,Spain,17:27:57,2023-12-01,war is a loose of lifes,460,1575813420355530753,Russian armed forces loosing face,"Russian armed forces loosing face somewhere near Lyman😏
Actual map of Ukrainian counter offensive in Kharkiv region, Ukraine

#UkraineRussiaWar #UkraineWar #ukrainecounteroffensive #UkrainianArmy #UkraineWillWin #Ukraine️ #Russian #RussiaUkraineWar #russianlosses https://t.co/JMcdVYVP0u",Fri Sep 30 11:42:51 +0000 2022,https://t.co/R4jkTihlpM
83.42.147.74,Mac OS,Safari,Macintosh,Sitges,Catalonia,Spain,17:27:57,2023-12-01,war is a loose of lifes,460,1575917670049857538,Russia #Putin. #Moscow. #Russia Putin,"Russia #Putin. #Moscow. #Russia 

Putin cheer with crowds, Russia, Russia and Russia in the red yard in Moscow. 
#Russian  #UkraineRussiaWar https://t.co/NHs63A768b",Fri Sep 30 18:37:06 +0000 2022,
83.42.147.74,Mac OS,Safari,Macintosh,Sitges,Catalonia,Spain,17:27:57,2023-12-01,russia,1386,1575669784930578432,life. #UkraineRussiaWar,We had a life. #UkraineRussiaWar https://t.co/coNpZiW4sZ,Fri Sep 30 02:12:05 +0000 2022,https://t.co/hNzeCwGo5o
83.42.147.74,Mac OS,Safari,Macintosh,Sitges,Catalonia,Spain,17:27:57,2023-12-01,russia,1386,1575503398098862080,morally failed life... #StandWithUkraine #StopRussia,"When you've morally failed in life... 
#StandWithUkraine #StopRussia #visaban #PutinAtWar #UkraineRussie #SlavaUkraini  #WarinUkraine #ArmUkraineNow #russiaIsATerroristState #EU #NATO #UkraineWar #PutinWarCriminal #UkraineRussiaWar  #Kherson #Ukraine #Ï https://t.co/se00YlGhTs",Thu Sep 29 15:10:56 +0000 2022,
83.42.147.74,Mac OS,Safari,Macintosh,Sitges,Catalonia,Spain,17:27:57,2023-12-01,russia,1386,1575813420355530753,Russian armed forces loosing face,"Russian armed forces loosing face somewhere near Lyman😏
Actual map of Ukrainian counter offensive in Kharkiv region, Ukraine

#UkraineRussiaWar #UkraineWar #ukrainecounteroffensive #UkrainianArmy #UkraineWillWin #Ukraine️ #Russian #RussiaUkraineWar #russianlosses https://t.co/JMcdVYVP0u",Fri Sep 30 11:42:51 +0000 2022,https://t.co/R4jkTihlpM
83.42.147.74,Mac OS,Safari,Macintosh,Sitges,Catalonia,Spain,17:27:57,2023-12-01,russia,1386,1575917670049857538,Russia #Putin. #Moscow. #Russia Putin,"Russia #Putin. #Moscow. #Russia 

Putin cheer with crowds, Russia, Russia and Russia in the red yard in Moscow. 
#Russian  #UkraineRussiaWar https://t.co/NHs63A768b",Fri Sep 30 18:37:06 +0000 2022,
83.42.147.74,Mac OS,Safari,Macintosh,Sitges,Catalonia,Spain,17:27:57,2023-12-01,loosing lifes,27,1575669784930578432,life. #UkraineRussiaWar,We had a life. #UkraineRussiaWar https://t.co/coNpZiW4sZ,Fri Sep 30 02:12:05 +0000 2022,https://t.co/hNzeCwGo5o
83.42.147.74,Mac OS,Safari,Macintosh,Sitges,Catalonia,Spain,17:27:57,2023-12-01,loosing lifes,27,1575503398098862080,morally failed life... #StandWithUkraine #StopRussia,"When you've morally failed in life... 
#StandWithUkraine #StopRussia #visaban #PutinAtWar #UkraineRussie #SlavaUkraini  #WarinUkraine #ArmUkraineNow #russiaIsATerroristState #EU #NATO #UkraineWar #PutinWarCriminal #UkraineRussiaWar  #Kherson #Ukraine #Ï https://t.co/se00YlGhTs",Thu Sep 29 15:10:56 +0000 2022,
83.42.147.74,Mac OS,Safari,Macintosh,Sitges,Catalonia,Spain,17:27:57,2023-12-01,loosing lifes,27,1575813420355530753,Russian armed forces loosing face,"Russian armed forces loosing face somewhere near Lyman😏
Actual map of Ukrainian counter offensive in Kharkiv region, Ukraine

#UkraineRussiaWar #UkraineWar #ukrainecounteroffensive #UkrainianArmy #UkraineWillWin #Ukraine️ #Russian #RussiaUkraineWar #russianlosses https://t.co/JMcdVYVP0u",Fri Sep 30 11:42:51 +0000 2022,https://t.co/R4jkTihlpM
83.42.147.74,Mac OS,Safari,Macintosh,Sitges,Catalonia,Spain,17:27:57,2023-12-01,loosing lifes,27,1575917670049857538,Russia #Putin. #Moscow. #Russia Putin,"Russia #Putin. #Moscow. #Russia 

Putin cheer with crowds, Russia, Russia and Russia in the red yard in Moscow. 
#Russian  #UkraineRussiaWar https://t.co/NHs63A768b",Fri Sep 30 18:37:06 +0000 2022,
83.42.147.74,Mac OS,Safari,Macintosh,Sitges,Catalonia,Spain,17:27:57,2023-12-01,war is a loose of lifes,460,1575669784930578432,life. #UkraineRussiaWar,We had a life. #UkraineRussiaWar https://t.co/coNpZiW4sZ,Fri Sep 30 02:12:05 +0000 2022,https://t.co/hNzeCwGo5o
83.42.147.74,Mac OS,Safari,Macintosh,Sitges,Catalonia,Spain,17:27:57,2023-12-01,war is a loose of lifes,460,1575503398098862080,morally failed life... #StandWithUkraine #StopRussia,"When you've morally failed in life... 
#StandWithUkraine #StopRussia #visaban #PutinAtWar #UkraineRussie #SlavaUkraini  #WarinUkraine #ArmUkraineNow #russiaIsATerroristState #EU #NATO #UkraineWar #PutinWarCriminal #UkraineRussiaWar  #Kherson #Ukraine #Ï https://t.co/se00YlGhTs",Thu Sep 29 15:10:56 +0000 2022,
83.42.147.74,Mac OS,Safari,Macintosh,Sitges,Catalonia,Spain,17:27:57,2023-12-01,war is a loose of lifes,460,1575813420355530753,Russian armed forces loosing face,"Russian armed forces loosing face somewhere near Lyman😏
Actual map of Ukrainian counter offensive in Kharkiv region, Ukraine

#UkraineRussiaWar #UkraineWar #ukrainecounteroffensive #UkrainianArmy #UkraineWillWin #Ukraine️ #Russian #RussiaUkraineWar #russianlosses https://t.co/JMcdVYVP0u",Fri Sep 30 11:42:51 +0000 2022,https://t.co/R4jkTihlpM
83.42.147.74,Mac OS,Safari,Macintosh,Sitges,Catalonia,Spain,17:27:57,2023-12-01,war is a loose of lifes,460,1575917670049857538,Russia #Putin. #Moscow. #Russia Putin,"Russia #Putin. #Moscow. #Russia 

Putin cheer with crowds, Russia, Russia and Russia in the red yard in Moscow. 
#Russian  #UkraineRussiaWar https://t.co/NHs63A768b",Fri Sep 30 18:37:06 +0000 2022,
83.42.147.74,Mac OS,Safari,Macintosh,Sitges,Catalonia,Spain,17:27:57,2023-12-01,russia,1386,1575669784930578432,life. #UkraineRussiaWar,We had a life. #UkraineRussiaWar https://t.co/coNpZiW4sZ,Fri Sep 30 02:12:05 +0000 2022,https://t.co/hNzeCwGo5o
83.42.147.74,Mac OS,Safari,Macintosh,Sitges,Catalonia,Spain,17:27:57,2023-12-01,russia,1386,1575503398098862080,morally failed life... #StandWithUkraine #StopRussia,"When you've morally failed in life... 
#StandWithUkraine #StopRussia #visaban #PutinAtWar #UkraineRussie #SlavaUkraini  #WarinUkraine #ArmUkraineNow #russiaIsATerroristState #EU #NATO #UkraineWar #PutinWarCriminal #UkraineRussiaWar  #Kherson #Ukraine #Ï https://t.co/se00YlGhTs",Thu Sep 29 15:10:56 +0000 2022,
83.42.147.74,Mac OS,Safari,Macintosh,Sitges,Catalonia,Spain,17:27:57,2023-12-01,russia,1386,1575813420355530753,Russian armed forces loosing face,"Russian armed forces loosing face somewhere near Lyman😏
Actual map of Ukrainian counter offensive in Kharkiv region, Ukraine

#UkraineRussiaWar #UkraineWar #ukrainecounteroffensive #UkrainianArmy #UkraineWillWin #Ukraine️ #Russian #RussiaUkraineWar #russianlosses https://t.co/JMcdVYVP0u",Fri Sep 30 11:42:51 +0000 2022,https://t.co/R4jkTihlpM
83.42.147.74,Mac OS,Safari,Macintosh,Sitges,Catalonia,Spain,17:27:57,2023-12-01,russia,1386,1575917670049857538,Russia #Putin. #Moscow. #Russia Putin,"Russia #Putin. #Moscow. #Russia 

Putin cheer with crowds, Russia, Russia and Russia in the red yard in Moscow. 
#Russian  #UkraineRussiaWar https://t.co/NHs63A768b",Fri Sep 30 18:37:06 +0000 2022,
